"outcome","outcome_label","feature_name","final_standardized_coef","fold0","fold1","fold2","fold3","fold4","sign_agreement_count","stability_class","coefficient_direction","abs_final_coef","locked_test_enrichment_grade","auroc_global_ordering_flag","r1_enrichment_preserved","design_hypothesis_grade","main_figure_display","main_figure_rank","feature_level_locked_validation","causal_interpretation_allowed"
"has_any_outer_imagery_observed","Any outer-package affective imagery","saturation_mean","-0.12800736913825578","0.008041053877916624","-0.09437201043068309","-0.017462470017934124","-0.3709910912759852","-0.2060391885963931","4","mostly_stable","negative","0.12800736913825578","E2","below_half","True","B","False","","False","False"
"has_any_outer_imagery_observed","Any outer-package affective imagery","saturation_std","-0.3353203852550827","-0.49212354481193343","-0.21219555399495302","-0.4794351073589088","-0.1609588436112083","-0.35754989027866807","5","directionally_stable","negative","0.3353203852550827","E2","below_half","True","A","False","","False","False"
"has_any_outer_imagery_observed","Any outer-package affective imagery","sparse_layout_score","-1.1910837348852517","-0.9406594280310696","-1.286578669109136","-1.187492328326872","-1.2653785298897293","-1.308911401352682","5","directionally_stable","negative","1.1910837348852517","E2","below_half","True","A","True","1","False","False"
"has_any_outer_imagery_observed","Any outer-package affective imagery","tb_symmetry","0.314107937097656","0.3914591960924212","0.34389432818418686","0.29427417041661397","0.23658475541711965","0.3006701592603741","5","directionally_stable","positive","0.314107937097656","E2","below_half","True","A","False","","False","False"
"has_any_outer_imagery_observed","Any outer-package affective imagery","transparent_window_score","0.09207828438977277","0.1381656509687665","0.04349436387187781","0.22196129628445005","-0.034719698249630754","0.09834525179052356","4","mostly_stable","positive","0.09207828438977277","E2","below_half","True","B","False","","False","False"
"has_any_outer_imagery_observed","Any outer-package affective imagery","typography_dominant_score","-0.19642287488435664","-0.23800135139797837","0.032890627424880484","-0.21275598173601126","-0.23167096547395882","-0.36350659239360555","4","mostly_stable","negative","0.19642287488435664","E2","below_half","True","B","False","","False","False"
"has_any_outer_imagery_observed","Any outer-package affective imagery","vivid_multicolor_palette_score","0.3732603201418176","0.40425582957420164","0.4137710346773301","0.3479753939388175","0.3480839127736059","0.3628848543534887","5","directionally_stable","positive","0.3732603201418176","E2","below_half","True","A","True","8","False","False"
"has_any_outer_imagery_observed","Any outer-package affective imagery","warm_hue_fraction","0.13427931491255063","0.20754257695951478","0.15209608116662407","0.07296392464017037","0.12923676418008048","0.10928581776016043","5","directionally_stable","positive","0.13427931491255063","E2","below_half","True","A","False","","False","False"
"general_visual_appeal_observed_positive_core","General visual appeal","center_edge_energy_fraction","-0.17338552328262452","-0.1903496494306986","-0.15850590757258676","-0.19816341485467406","-0.18680353705887778","-0.13031476109037834","5","directionally_stable","negative","0.17338552328262452","E2","below_half","True","A","False","","False","False"
"general_visual_appeal_observed_positive_core","General visual appeal","character_mascot_score","0.09673616568371361","0.006282450504257674","0.20269732944137103","0.010522309788332556","0.0814424728408015","0.17562482887564293","5","directionally_stable","positive","0.09673616568371361","E2","below_half","True","A","False","","False","False"
"general_visual_appeal_observed_positive_core","General visual appeal","colorfulness_hs","0.0484449454919506","0.07931362110069916","-0.05012929885932856","0.200340465281898","0.010400023655745314","0.07158441006891257","4","mostly_stable","positive","0.0484449454919506","E2","below_half","True","B","False","","False","False"
"general_visual_appeal_observed_positive_core","General visual appeal","cool_hue_fraction","0.22551127538134746","0.2190728437157683","0.21880877561240253","0.2384953786225933","0.2622757180864821","0.16172450349822576","5","directionally_stable","positive","0.22551127538134746","E2","below_half","True","A","False","","False","False"
"general_visual_appeal_observed_positive_core","General visual appeal","dense_ornament_score","0.47191234287599404","0.03327401938664871","0.6348599651731057","0.5870861925616263","0.3457362972249031","0.7553950427532774","5","directionally_stable","positive","0.47191234287599404","E2","below_half","True","A","False","","False","False"
"general_visual_appeal_observed_positive_core","General visual appeal","edge_density","-0.706720593183189","-0.34407827901179655","-1.181091296191079","-0.8279372691809982","-0.32010692982644007","-0.8366393662771222","5","directionally_stable","negative","0.706720593183189","E2","below_half","True","A","True","3","False","False"
"general_visual_appeal_observed_positive_core","General visual appeal","edge_strength_mean","0.55419183580825","0.3276013090995179","0.9232552822183657","0.6872175791692613","0.24083289420428639","0.5350250745557354","5","directionally_stable","positive","0.55419183580825","E2","below_half","True","A","True","6","False","False"
"general_visual_appeal_observed_positive_core","General visual appeal","floral_illustration_score","0.6281588004206307","0.8358474928346851","0.4397999076984433","0.6142874282649832","0.8313144180376899","0.4724719588381","5","directionally_stable","positive","0.6281588004206307","E2","below_half","True","A","True","5","False","False"
"general_visual_appeal_observed_positive_core","General visual appeal","fruit_motif_score","0.1651922283187626","0.2434472383186366","0.22608757152409653","0.13363327844227707","0.12467218128613074","0.06683755255958893","5","directionally_stable","positive","0.1651922283187626","E2","below_half","True","A","False","","False","False"
"general_visual_appeal_observed_positive_core","General visual appeal","geometric_layout_score","0.73884374260686","0.6801462984342151","0.6574202373067481","0.7962180903198034","0.8216951640712002","0.8012602302905117","5","directionally_stable","positive","0.73884374260686","E2","below_half","True","A","True","2","False","False"
"general_visual_appeal_observed_positive_core","General visual appeal","grayscale_entropy","-0.3833034205329469","-0.33580606473243824","-0.4719184426027192","-0.3558263818858462","-0.3145626062528837","-0.408632978140871","5","directionally_stable","negative","0.3833034205329469","E2","below_half","True","A","False","","False","False"
"general_visual_appeal_observed_positive_core","General visual appeal","heritage_ornament_score","0.051354249109889144","0.21288603821335425","-0.09165633879627495","0.00866011455783946","0.1290050744763273","0.00438411533471523","4","mostly_stable","positive","0.051354249109889144","E2","below_half","True","B","False","","False","False"
"general_visual_appeal_observed_positive_core","General visual appeal","high_saturation_fraction","0.16326869167548988","0.06947855684016253","0.10857927484383914","0.10339322042948144","0.26368382791878037","0.3274921752265932","5","directionally_stable","positive","0.16326869167548988","E2","below_half","True","A","False","","False","False"
"general_visual_appeal_observed_positive_core","General visual appeal","hue_entropy","-0.0720775544892689","-0.0992322308455541","0.007105736131932763","-0.19489430523477155","-0.01148406206307914","-0.051898119846842214","4","mostly_stable","negative","0.0720775544892689","E2","below_half","True","B","False","","False","False"
"general_visual_appeal_observed_positive_core","General visual appeal","image_dominant_score","0.08837488281272711","-0.02317500490302511","0.06378665731940765","-0.2455965785771492","0.31453958105342394","0.3244246706242982","3","unstable","positive","0.08837488281272711","E2","below_half","True","D","False","","False","False"
"general_visual_appeal_observed_positive_core","General visual appeal","ingredient_photography_score","-0.49027871676480783","-0.697058243130658","-0.24905550261669787","-0.4654804110537241","-0.6256046531179188","-0.42597249357427","5","directionally_stable","negative","0.49027871676480783","E2","below_half","True","A","True","8","False","False"
"general_visual_appeal_observed_positive_core","General visual appeal","kraft_craft_score","-0.08921228895354172","0.021359847402080093","-0.2522559506383388","-0.05770574719975292","-0.1417375343728804","-0.022924003491275286","4","mostly_stable","negative","0.08921228895354172","E2","below_half","True","B","False","","False","False"
"general_visual_appeal_observed_positive_core","General visual appeal","leaf_herb_illustration_score","0.023742766119111018","0.07753475093821315","0.043349121057270054","0.18899161308456594","-0.058280587851054055","-0.14207808760986468","3","unstable","positive","0.023742766119111018","E2","below_half","True","D","False","","False","False"
"general_visual_appeal_observed_positive_core","General visual appeal","lr_symmetry","0.03334066973431988","0.05870725754799971","0.001687739955766337","0.12159299994341637","0.037359062022978166","-0.012098211565959716","4","mostly_stable","positive","0.03334066973431988","E2","below_half","True","B","False","","False","False"
"general_visual_appeal_observed_positive_core","General visual appeal","luminance_mean","-0.25258885605444514","-0.3963741866702234","-0.33408197735521555","0.03723950292879341","-0.33696090417612456","-0.21030728660253817","4","mostly_stable","negative","0.25258885605444514","E2","below_half","True","B","False","","False","False"
"general_visual_appeal_observed_positive_core","General visual appeal","luminance_p10","-0.6529424166010287","-0.6872282794115155","-0.7797829050909604","-0.5837495723004568","-0.5539017797420178","-0.5298849271481104","5","directionally_stable","negative","0.6529424166010287","E2","below_half","True","A","True","4","False","False"
"general_visual_appeal_observed_positive_core","General visual appeal","luminance_p90","0.54410317442028","0.5722720108492706","0.6842308856052889","0.36636614901574294","0.4360264360591571","0.6585531535357705","5","directionally_stable","positive","0.54410317442028","E2","below_half","True","A","True","7","False","False"
"general_visual_appeal_observed_positive_core","General visual appeal","luminance_std","-0.39509314674931373","-0.4535133964417954","-0.5705833639382937","-0.1501098032847264","-0.33640929469129305","-0.26722508650902965","5","directionally_stable","negative","0.39509314674931373","E2","below_half","True","A","False","","False","False"
"general_visual_appeal_observed_positive_core","General visual appeal","near_black_fraction","0.0003278996470604531","0.01692477640475602","0.04854311807627423","-0.10974077144198283","-0.0031540469985820345","-0.013011128494083098","2","unstable","positive","0.0003278996470604531","E2","below_half","True","D","False","","False","False"
"general_visual_appeal_observed_positive_core","General visual appeal","near_white_fraction","-0.3655753005277297","-0.20167503344454915","-0.31873603782173826","-0.3477499311217352","-0.40146360267861386","-0.5988195151485908","5","directionally_stable","negative","0.3655753005277297","E2","below_half","True","A","False","","False","False"
"general_visual_appeal_observed_positive_core","General visual appeal","pale_pastel_palette_score","-0.29643160221455517","-0.36796901622852596","-0.22452006517453332","-0.5287325874643397","-0.18868317643615526","-0.16756426799389354","5","directionally_stable","negative","0.29643160221455517","E2","below_half","True","A","False","","False","False"
"general_visual_appeal_observed_positive_core","General visual appeal","quadrant_edge_imbalance","-0.07139197363842859","-0.009471626353472911","-0.10087340225502829","-0.07405566203158974","-0.0025678686019488524","-0.2003129481361512","5","directionally_stable","negative","0.07139197363842859","E2","below_half","True","A","False","","False","False"
"general_visual_appeal_observed_positive_core","General visual appeal","ribbon_bow_box_cues_score","-0.06717623386376378","-0.06680292374741972","0.005636204669957627","0.02899162694677409","-0.10943151062427678","-0.19203591690570207","3","unstable","negative","0.06717623386376378","E2","below_half","True","D","False","","False","False"
"general_visual_appeal_observed_positive_core","General visual appeal","saturation_mean","-0.23640386979049","-0.11273065271516006","-0.1414954660165348","-0.1789173659573906","-0.4761307670066072","-0.3554444706473085","5","directionally_stable","negative","0.23640386979049","E2","below_half","True","A","False","","False","False"
"general_visual_appeal_observed_positive_core","General visual appeal","saturation_std","-0.28754650041220253","-0.31603397406611894","-0.17975742072559292","-0.48487267541165063","-0.14413389687117428","-0.3604303892632053","5","directionally_stable","negative","0.28754650041220253","E2","below_half","True","A","False","","False","False"
"general_visual_appeal_observed_positive_core","General visual appeal","sparse_layout_score","-1.2062724753539622","-0.905214823768129","-1.3777991612970757","-1.2699149303155626","-1.2454648239802941","-1.2785118772388042","5","directionally_stable","negative","1.2062724753539622","E2","below_half","True","A","True","1","False","False"
"general_visual_appeal_observed_positive_core","General visual appeal","tb_symmetry","0.39054489470356374","0.43879416560931955","0.43726917059679365","0.34707564992957","0.35913605367717794","0.3690213003417794","5","directionally_stable","positive","0.39054489470356374","E2","below_half","True","A","False","","False","False"
"general_visual_appeal_observed_positive_core","General visual appeal","transparent_window_score","0.137549405185252","0.2774868798606684","0.023334784293499788","0.3371055991756804","0.0010660059642429093","0.06283432568809418","5","directionally_stable","positive","0.137549405185252","E2","below_half","True","A","False","","False","False"
"general_visual_appeal_observed_positive_core","General visual appeal","typography_dominant_score","-0.11276592128834743","-0.21711948642826806","0.10670905851210759","0.13274231074782689","-0.28352825253983005","-0.28855015533959283","3","unstable","negative","0.11276592128834743","E2","below_half","True","D","False","","False","False"
"general_visual_appeal_observed_positive_core","General visual appeal","vivid_multicolor_palette_score","0.3362938613598369","0.3832054560364491","0.29640004954308213","0.31974170099996996","0.364534777475162","0.3320915325864589","5","directionally_stable","positive","0.3362938613598369","E2","below_half","True","A","False","","False","False"
"general_visual_appeal_observed_positive_core","General visual appeal","warm_hue_fraction","0.30770195002257034","0.32956851182544383","0.36752850680326915","0.2701806529854682","0.33977720468197764","0.23712701250522525","5","directionally_stable","positive","0.30770195002257034","E2","below_half","True","A","False","","False","False"
"cute_friendly_observed_positive_core","Cute/friendly","center_edge_energy_fraction","-0.2520001627390008","-0.2898415713013395","-0.25608797855053406","-0.25221559045729747","-0.22888865966457514","-0.21016597124192735","5","directionally_stable","negative","0.2520001627390008","E1","below_half","True","B","False","","False","False"
"cute_friendly_observed_positive_core","Cute/friendly","character_mascot_score","0.31893612169036706","0.30132217940896483","0.43518504545199016","0.03297401191727293","0.3661191788555968","0.40100225680803103","5","directionally_stable","positive","0.31893612169036706","E1","below_half","True","B","False","","False","False"
"cute_friendly_observed_positive_core","Cute/friendly","colorfulness_hs","0.13482624073014687","0.5645686817218989","-0.004604900624885966","0.21330813200468382","0.05285270151378271","-0.042525377924689564","3","unstable","positive","0.13482624073014687","E1","below_half","True","D","False","","False","False"
"cute_friendly_observed_positive_core","Cute/friendly","cool_hue_fraction","0.11799435713253732","0.09293960465270028","0.1710148327619361","-0.02110613839860345","0.15826102908660675","0.14247159099871348","4","mostly_stable","positive","0.11799435713253732","E1","below_half","True","C","False","","False","False"
"cute_friendly_observed_positive_core","Cute/friendly","dense_ornament_score","1.3628411230908242","1.5423064269334796","1.3166473735129123","0.5352378639569719","1.493610042135554","1.8908308158126328","5","directionally_stable","positive","1.3628411230908242","E1","below_half","True","B","True","1","False","False"
"cute_friendly_observed_positive_core","Cute/friendly","edge_density","-0.8412784945356365","-0.44267083219728687","-1.0536866350248244","-1.0736152395863772","-0.6131594911270781","-0.9134230652099722","5","directionally_stable","negative","0.8412784945356365","E1","below_half","True","B","True","4","False","False"
"cute_friendly_observed_positive_core","Cute/friendly","edge_strength_mean","0.7706996589956482","0.374991268905132","0.9053575401062257","1.1875410158563402","0.4785395962346447","0.7678996492008127","5","directionally_stable","positive","0.7706996589956482","E1","below_half","True","B","True","5","False","False"
"cute_friendly_observed_positive_core","Cute/friendly","floral_illustration_score","-0.16026127076989216","-0.6056160480785906","-0.1675741061468841","0.2996684489333244","-0.03358907205500134","-0.3790678425902296","4","mostly_stable","negative","0.16026127076989216","E1","below_half","True","C","False","","False","False"
"cute_friendly_observed_positive_core","Cute/friendly","fruit_motif_score","0.15556143878418577","0.3035065661607079","-0.2010479535772113","0.38405984887532046","0.2589779792698915","0.05847666587778796","4","mostly_stable","positive","0.15556143878418577","E1","below_half","True","C","False","","False","False"
"cute_friendly_observed_positive_core","Cute/friendly","geometric_layout_score","0.26515314683650193","-0.2586800250794812","0.25035593493652525","0.6081797348683796","0.13199968469480855","0.5861024671575649","4","mostly_stable","positive","0.26515314683650193","E1","below_half","True","C","False","","False","False"
"cute_friendly_observed_positive_core","Cute/friendly","grayscale_entropy","-0.1400241037038346","0.12229882552077066","-0.0851734985599833","-0.2700763118394492","-0.026998880824141636","-0.31114367046631264","4","mostly_stable","negative","0.1400241037038346","E1","below_half","True","C","False","","False","False"
"cute_friendly_observed_positive_core","Cute/friendly","heritage_ornament_score","-0.5015403730815253","-0.5473615815276247","-0.47719557167588933","-0.09980931338273608","-0.7295057509139239","-0.6516033490327744","5","directionally_stable","negative","0.5015403730815253","E1","below_half","True","B","True","8","False","False"
"cute_friendly_observed_positive_core","Cute/friendly","high_saturation_fraction","0.1476012615225728","0.008949483293599386","0.20401476593379297","0.04263090970537582","0.3208239454356173","0.10849728413441868","5","directionally_stable","positive","0.1476012615225728","E1","below_half","True","B","False","","False","False"
"cute_friendly_observed_positive_core","Cute/friendly","hue_entropy","0.13704069928870416","0.18489168211920995","0.041568092718845207","0.12083332410641628","0.03567421137312319","0.33076302353642734","5","directionally_stable","positive","0.13704069928870416","E1","below_half","True","B","False","","False","False"
"cute_friendly_observed_positive_core","Cute/friendly","image_dominant_score","-0.19344502544475037","0.15279314492599136","-0.48973705714966564","0.0545441263350679","-0.3795432302507618","-0.09520425080261974","3","unstable","negative","0.19344502544475037","E1","below_half","True","D","False","","False","False"
"cute_friendly_observed_positive_core","Cute/friendly","ingredient_photography_score","0.05610454643148527","0.14493159976537265","0.2130276822935164","-0.20687137391510402","-0.1769667678130537","0.27958755837740773","3","unstable","positive","0.05610454643148527","E1","below_half","True","D","False","","False","False"
"cute_friendly_observed_positive_core","Cute/friendly","kraft_craft_score","0.1179970645150313","0.10867360665840242","0.08924105847634967","0.04241884410634177","0.13750290560867304","0.2117899393363696","5","directionally_stable","positive","0.1179970645150313","E1","below_half","True","B","False","","False","False"
"cute_friendly_observed_positive_core","Cute/friendly","leaf_herb_illustration_score","-0.8705877653862636","-0.8948883324384982","-0.742266894298474","-0.8184896934290395","-0.7456171685231598","-1.1403357594074877","5","directionally_stable","negative","0.8705877653862636","E1","below_half","True","B","True","3","False","False"
"cute_friendly_observed_positive_core","Cute/friendly","lr_symmetry","0.031596267758571626","0.20644753011647454","-0.05556395719072778","0.14238078969130386","-0.010161922502259522","-0.03970619904831662","2","unstable","positive","0.031596267758571626","E1","below_half","True","D","False","","False","False"
"cute_friendly_observed_positive_core","Cute/friendly","luminance_mean","0.27325903725420003","0.6386330060075136","0.26515652315056526","0.1954892831003433","0.10152085195545953","0.28618428658177203","5","directionally_stable","positive","0.27325903725420003","E1","below_half","True","B","False","","False","False"
"cute_friendly_observed_positive_core","Cute/friendly","luminance_p10","-0.6426964794413174","-1.0005616957606391","-0.4702538192177837","-0.6251922471487683","-0.6829472404422959","-0.5107633772340903","5","directionally_stable","negative","0.6426964794413174","E1","below_half","True","B","True","6","False","False"
"cute_friendly_observed_positive_core","Cute/friendly","luminance_p90","0.26214787619223673","0.2270328083479955","0.250755270922771","0.09176239589522493","0.3267749536813562","0.43514472892538275","5","directionally_stable","positive","0.26214787619223673","E1","below_half","True","B","False","","False","False"
"cute_friendly_observed_positive_core","Cute/friendly","luminance_std","-0.3657113390315656","-0.4771719629974032","-0.30554019927652104","-0.23711080669149584","-0.5729843823852842","-0.2363562372493143","5","directionally_stable","negative","0.3657113390315656","E1","below_half","True","B","False","","False","False"
"cute_friendly_observed_positive_core","Cute/friendly","near_black_fraction","0.16631985864738352","0.2955664866372201","0.2184207879580021","0.0934714047981106","0.20384090047868275","0.048367909917092694","5","directionally_stable","positive","0.16631985864738352","E1","below_half","True","B","False","","False","False"
"cute_friendly_observed_positive_core","Cute/friendly","near_white_fraction","0.19032733798144366","0.5245464793952979","0.2094419987179347","0.22339842828392031","0.19122008583106678","-0.15824933507965483","4","mostly_stable","positive","0.19032733798144366","E1","below_half","True","C","False","","False","False"
"cute_friendly_observed_positive_core","Cute/friendly","pale_pastel_palette_score","0.36796485023199543","0.35126089633328816","0.28092328652601856","0.31843619746681856","0.564438085499805","0.3095968488601704","5","directionally_stable","positive","0.36796485023199543","E1","below_half","True","B","False","","False","False"
"cute_friendly_observed_positive_core","Cute/friendly","quadrant_edge_imbalance","-0.0592791865748101","0.0300262577822687","-0.0003021364505278511","-0.09803351556558543","-0.038112280396716","-0.19121179804522448","4","mostly_stable","negative","0.0592791865748101","E1","below_half","True","C","False","","False","False"
"cute_friendly_observed_positive_core","Cute/friendly","ribbon_bow_box_cues_score","-0.08448028716725806","-0.18865715696256274","0.15811752001912302","-0.1859667683015713","-0.06687125499212104","-0.17404765841325964","4","mostly_stable","negative","0.08448028716725806","E1","below_half","True","C","False","","False","False"
"cute_friendly_observed_positive_core","Cute/friendly","saturation_mean","-0.013435058148629603","-0.0048003148667416","0.05174040492663093","0.019299571271234522","-0.2680953406121095","0.11492126697330167","2","unstable","negative","0.013435058148629603","E1","below_half","True","D","False","","False","False"
"cute_friendly_observed_positive_core","Cute/friendly","saturation_std","-0.3834383631069211","-0.7428607793881836","-0.29445400391917603","-0.43721104328288046","-0.1279142363073634","-0.3956271194980796","5","directionally_stable","negative","0.3834383631069211","E1","below_half","True","B","False","","False","False"
"cute_friendly_observed_positive_core","Cute/friendly","sparse_layout_score","-1.0226443213471852","-0.5675578342662896","-1.1022653915050984","-0.8613410408624496","-1.110310808583961","-1.4466757190990787","5","directionally_stable","negative","1.0226443213471852","E1","below_half","True","B","True","2","False","False"
"cute_friendly_observed_positive_core","Cute/friendly","tb_symmetry","0.1544477916114264","0.14247498029734249","0.11294473682379227","0.15921686934148283","0.12264921068533782","0.25630028133838295","5","directionally_stable","positive","0.1544477916114264","E1","below_half","True","B","False","","False","False"
